14961	14820	49
2208862	2207415	49
2279390	2279218	49
1234273	1234216	49
2288514	2288643	49
2289153	2289052	49
2289387	2288996	49
2289435	2288883	49
1364806	1364592	49
60171	60163	49
2327964	2328067	49
3550950	3550046	49
416506	416397	49
2575920	2575661	49
3626367	3626039	49
1600162	1599817	49
1600895	1600513	49
1601090	1600513	49
3705699	3705494	49
2730916	2730862	49
2731296	2730885	49
685998	2289153	49
686244	685998	49
2798395	2798130	49
3550339	3550890	49
2396563	2396538	49
2845703	2845484	49
1818925	1818843	49
1831414	1831504	49
2894896	2894854	49
2898972	2898897	49
1384967	1384639	49
1384967	1384775	49
2020026	2019741	49
2020836	440728	49
2020836	2019507	49
343097	2799941	49
