1056220	1056091	13
1056797	1056760	13
3156553	3156541	13
3156592	3156553	13
2110720	2110673	13
2110888	2110621	13
3160000	3159674	13
14996	14820	13
15029	14820	13
18960	18944	13
2121555	2121358	13
2121684	2121373	13
2121708	2121367	13
1074070	1074042	13
1074887	1073946	13
1074887	1074070	13
2123672	2123550	13
1077215	1076984	13
2127241	2127091	13
2127308	2127281	13
2127420	2127162	13
2127487	2127420	13
2500208	2121708	13
1085084	1084680	13
1085732	1085544	13
1085936	1084680	13
1089556	1089478	13
2148343	1073946	13
52842	52712	13
52925	52828	13
52996	52678	13
60007	18944	13
60007	2121708	13
60112	60007	13
60414	60007	13
60414	60251	13
60430	2110673	13
60491	60430	13
60497	60224	13
60517	60224	13
60517	60414	13
60517	60491	13
2158052	2157846	13
2158213	2157797	13
2158393	2157910	13
2158545	2158365	13
2158545	2158413	13
2158633	2158104	13
2158673	2158156	13
2158943	2158365	13
1111673	1111275	13
1111675	1111601	13
1112050	1111260	13
2163467	2163378	13
2983301	2983211	13
3221586	3221327	13
2173343	2173235	13
3227183	1077093	13
3227183	2277349	13
81733	60007	13
81733	81663	13
81894	18944	13
81932	81748	13
82011	81748	13
1132839	52640	13
1132839	316114	13
3230575	1234216	13
1134016	1133931	13
1134016	1133999	13
1134088	1134074	13
1134105	81894	13
1134105	1134088	13
1134222	1133931	13
1134222	1134074	13
1134237	1134199	13
2183102	1132839	13
3231728	60007	13
3231728	1132420	13
3231953	3231669	13
2189639	2189433	13
2189929	2189639	13
2189929	2189886	13
2189931	2189912	13
94083	3159836	13
94083	2278040	13
94083	1132649	13
94083	2182462	13
1144952	1144801	13
1144962	1144881	13
2194979	2194761	13
2195091	3156449	13
2195091	2133854	13
2195091	2173343	13
98799	98069	13
99995	99132	13
3251692	1134046	13
3251692	1134105	13
3252054	1134105	13
3252054	3251977	13
3252109	3251692	13
1155439	1155426	13
1155454	1155412	13
109250	109004	13
2206640	2206451	13
2206690	2206640	13
2206741	1112050	13
2206862	2206610	13
2206862	2206813	13
2207003	1111675	13
2207003	2206813	13
2207030	2206610	13
2207128	2207085	13
2207280	2207106	13
2207295	2206640	13
2207295	2207280	13
2207371	2207003	13
2207371	2207106	13
2207871	2207003	13
2207980	2206741	13
2207980	2207128	13
2208580	2206640	13
2208580	2207085	13
2208614	2207030	13
2208614	2207128	13
2208709	2207545	13
2208709	2207711	13
2208709	2208239	13
2208709	2208614	13
2208778	2206741	13
2208862	2207295	13
2209058	2207106	13
2209927	2209925	13
3258689	3257212	13
2213925	2213807	13
2214099	2213925	13
2214123	3156449	13
2214123	2207003	13
2215755	2215536	13
2215755	2215651	13
2215958	2215536	13
2215958	2215755	13
2216068	2215461	13
2216068	2215591	13
2216068	2215958	13
2216084	2216068	13
2216092	1234216	13
2216106	2215461	13
2216159	2215420	13
2216192	2215536	13
1175146	1175068	13
1175146	1175122	13
2226129	2226022	13
2228905	1112050	13
2228905	1132420	13
133097	2157797	13
133144	133041	13
133180	133144	13
133225	2157797	13
133225	2158365	13
133225	133041	13
133231	133041	13
133231	133144	13
133231	133180	13
133265	2157797	13
133265	133225	13
133319	133231	13
2234813	2234568	13
2236342	2236264	13
2236369	2236272	13
2236398	2236333	13
2236404	2236277	13
2236404	2236336	13
2236425	2236398	13
2236431	2236277	13
2236495	2236277	13
2236495	2236362	13
2236501	2236425	13
2236532	2236336	13
2236532	2236404	13
2236554	2236264	13
2236563	2236362	13
1188504	1188487	13
3286482	3286475	13
2237951	1234216	13
3287255	3287228	13
3287303	3287245	13
3287416	3287245	13
3291267	3291204	13
2121416	2121367	13
2121416	2121373	13
147219	3286475	13
1197199	1197156	13
1197202	1197118	13
1197210	1197199	13
1197210	1197202	13
2246214	2246075	13
1202162	1202154	13
1202179	1202163	13
1202195	74289	13
1202204	1202167	13
2251802	2251781	13
1210465	1133900	13
1210630	2277403	13
1210630	2983355	13
1210630	1934873	13
1210630	2207003	13
1210759	1210471	13
1210759	1210495	13
1210794	1210612	13
1210840	14820	13
1210840	18944	13
1210931	1210562	13
1210931	1210612	13
1210961	1210794	13
162446	162434	13
1212800	1212729	13
166202	166104	13
166348	166132	13
166378	1210465	13
166424	166202	13
166424	166378	13
166519	166378	13
2263783	2263518	13
1216781	1089515	13
170714	170693	13
170770	170613	13
3319180	3319099	13
2277083	2228905	13
2277089	2277083	13
2277215	60430	13
2277215	82242	13
2277215	2207128	13
2277502	2277314	13
2277520	2277403	13
2277894	2277502	13
2279218	2279531	13
2279218	2158156	13
2279319	2279091	13
2279338	2279218	13
2279390	2158365	13
2279390	2983355	13
2279390	2279269	13
1231077	1229585	13
2280508	2277314	13
2280538	2206741	13
2280538	2277520	13
2280538	2278009	13
2280606	2278040	13
2280639	2277215	13
1234008	2983355	13
1234273	1234144	13
1234305	1234132	13
1235418	1238872	13
1237781	1237702	13
2288608	2288514	13
2288739	2983301	13
2288739	94083	13
2288739	98069	13
2288739	2216092	13
2288739	2216106	13
2288739	2216903	13
2288739	2228905	13
2288739	2236501	13
2288739	1210465	13
2288820	2289519	13
2288830	2289803	13
2288830	2288608	13
2288830	2288820	13
2288866	2288608	13
2288908	2288703	13
2288908	2288739	13
2288916	2289889	13
2289010	2288643	13
2289052	2288555	13
2289052	2288608	13
2289073	2288464	13
2289073	2288739	13
2289073	2288883	13
2289073	2288989	13
2289083	2288703	13
2289083	2288830	13
2289083	2289010	13
2289141	2288996	13
2289153	3221475	13
2289153	2236523	13
2289153	1210471	13
2289153	166378	13
2289153	2288916	13
2289168	2288464	13
2289168	2288503	13
2289168	2289083	13
2289168	2289141	13
2289188	2289168	13
2289200	2289083	13
2289222	2289010	13
2289222	2289073	13
2289256	2288555	13
2289297	2289519	13
2289297	2288866	13
2289323	2289188	13
2289355	2289200	13
2289368	1234216	13
2289368	2236501	13
2289368	1210630	13
2289416	2288643	13
2289416	2288608	13
2289416	2289323	13
2289435	2157797	13
2289435	98069	13
2289435	2236465	13
2289459	2288608	13
2289459	2289188	13
2289763	2288649	13
2289793	2289168	13
2289793	2289459	13
2289793	2289763	13
2289797	2288608	13
2289817	2288649	13
2289817	2289168	13
2289817	2289323	13
2289828	2288555	13
2289846	2289222	13
2289868	2288996	13
2289868	2289188	13
2289868	2289387	13
2289868	2289817	13
2289894	2289368	13
2289944	2289416	13
2289961	2289889	13
2289961	2288989	13
2289961	2289010	13
2289961	2289188	13
2289961	2289793	13
2290031	2288866	13
2290031	2289256	13
2290038	2289889	13
2290038	2288883	13
2290038	2289256	13
2290038	2289368	13
2290038	2289416	13
2290038	2289868	13
2290038	2289944	13
2290038	2289961	13
2293513	1210465	13
2293513	1210495	13
2293648	2293472	13
2293695	2293513	13
3342922	3343596	13
3343885	3343596	13
3343885	3343093	13
3343885	3343759	13
3343997	3342875	13
3343997	3343146	13
3344147	3343146	13
3344156	3342922	13
3344156	3343759	13
2130289	2130464	13
1251474	1251448	13
3349868	3349798	13
2301617	2301529	13
2301954	2301850	13
2302017	2301960	13
