3159836,351100,0,0,0,0,3.17203855371e-07,0,0,0,1
3159836,3156505,0,0,1.95832680558e-06,0,4.26284344128e-06,0,0,0,1
14820,1056220,0,0,6.86895479874e-07,0,3.35019060742e-07,0,2.78912797914e-06,0,1
14820,351100,0,0,4.18589387252e-07,0,4.8762114211e-07,0,0,0,1
14961,1056220,0,0,6.86895479874e-07,0,3.35019060742e-07,0,2.78912797914e-06,0,1
14961,3156505,0,0,2.77320174559e-06,0,1.14481013904e-05,0,6.56447960088e-06,0,1
14961,3159836,0,0,1.4315952293e-06,0,4.82037163254e-07,0,2.78912797914e-06,0,1
3161015,351100,0,0,5.13181582118e-07,0,1.03313009382e-06,0,0,0,1
3161015,3156505,0,0,0,0,3.48405864444e-06,0,0,0,1
3161015,14961,0,0,1.0407193952e-07,0,2.19584810252e-07,0,2.78912797914e-06,0,1
18944,3156505,0,0,1.75104218107e-06,0,1.08319214215e-05,0,6.56447960088e-06,0,1
19051,1056220,0,0,2.16889105861e-06,0,7.91384283364e-07,0,2.78912797914e-06,0,1
2121708,351100,0,0,0,0,2.84125777126e-07,0,0,0,1
2121708,3156449,0,0,0,0,4.5002992125e-08,0,0,0,1
2121708,3156505,0,0,1.98892566191e-06,0,1.29022193067e-06,0,0,0,1
2121708,14820,0,0,2.1790062337e-07,0,3.56153555736e-07,0,0,0,1
2121708,14961,0,0,2.1790062337e-07,0,3.56153555736e-07,0,0,0,1
2121708,3161015,0,0,2.1790062337e-07,0,8.66968523653e-08,0,0,0,1
2121708,18944,0,0,2.1790062337e-07,0,9.25584146947e-08,0,0,0,1
2127308,3161015,0,0,1.66019522568e-07,0,1.35593272659e-07,0,2.78912797914e-06,0,1
2277403,351100,0,0,0,0,4.82536898184e-07,0,0,0,1
2277403,18944,0,0,2.48010547728e-06,0,1.47070288881e-06,0,2.78912797914e-06,0,1
2133874,1056220,0,0,1.25520905697e-05,0,1.87343183211e-07,0,0,0,1
2133874,3159836,0,0,2.0814387904e-07,0,1.32078384958e-07,0,0,0,1
2133874,18944,0,0,3.34015701127e-06,0,5.29664810292e-08,0,0,0,1
2133874,19051,0,0,6.98030416419e-07,0,4.06202377667e-08,0,0,0,1
2133874,2121708,0,0,0,0,5.65877876978e-08,0,0,0,1
2133874,2277403,0,0,2.0814387904e-07,0,3.70535554386e-07,0,0,0,1
2278040,3156449,0,0,0,0,3.84148734591e-06,0,0,0,1
2278040,3161015,0,0,3.53233270681e-06,0,8.10675455523e-07,0,1.51822374103e-05,0,1
2278040,2127308,0,0,1.81112206437e-07,0,3.17404763184e-07,0,2.78912797914e-06,0,1
2278040,2133874,0,0,0,0,7.98584534717e-07,0,0,0,1
1089515,14820,0,0,8.2055995011e-07,0,8.99869627407e-07,0,0,0,1
1089515,18944,0,0,8.2055995011e-07,0,4.04139824637e-07,0,0,0,1
1089515,2121708,0,0,0,0,1.11405068025e-07,0,0,0,1
1089515,2127308,0,0,8.2055995011e-07,0,6.03451150337e-07,0,0,0,1
60007,351100,0,0,0,0,7.30072733988e-07,0,0,0,1
60007,2133874,0,0,0,0,1.57357770377e-07,0,0,0,1
60007,1089515,0,0,1.2947497896e-05,0,3.7699968627e-06,0,0,0,1
60430,351100,0,0,0,0,7.30072733988e-07,0,0,0,1
60430,3156449,0,0,0,0,3.60552663912e-06,0,0,0,1
60430,3156505,0,0,0,0,4.23808053236e-06,0,0,0,1
60430,3161015,0,0,1.33177521143e-06,0,8.2107837689e-07,0,1.51822374103e-05,0,1
60445,351100,0,0,0,0,5.48899262938e-07,0,0,0,1
60445,3156505,0,0,0,0,4.23451086042e-06,0,0,0,1
60445,14820,0,0,2.44660349047e-07,0,1.29003577713e-06,0,2.78912797914e-06,0,1
60445,14961,0,0,2.44660349047e-07,0,1.29003577713e-06,0,2.78912797914e-06,0,1
60517,1056220,0,0,3.69553964812e-06,0,1.16161249642e-06,0,1.51822374103e-05,0,1
60517,351100,0,0,0,0,6.44662579198e-07,0,0,0,1
60517,3156449,0,0,0,0,3.59111635573e-06,0,0,0,1
60517,3156505,0,0,0,0,4.22971908302e-06,0,0,0,1
60517,14820,0,0,2.44660349047e-07,0,1.27991676984e-06,0,2.78912797914e-06,0,1
60517,14961,0,0,2.44660349047e-07,0,1.27991676984e-06,0,2.78912797914e-06,0,1
60517,2127308,0,0,2.44660349047e-07,0,4.59091779057e-07,0,2.78912797914e-06,0,1
60517,2133874,0,0,0,0,5.17252919677e-07,0,0,0,1
2157910,3156505,0,0,1.18602696568e-06,0,4.48377282759e-06,0,0,0,1
2157910,2278040,0,0,5.6230508927e-07,0,6.45526998538e-07,0,2.78912797914e-06,0,1
2157910,1089515,0,0,2.42690761005e-07,0,7.6263810531e-07,0,0,0,1
2158156,1056220,0,0,8.04995850276e-07,0,3.64934131223e-07,0,2.78912797914e-06,0,1
2158156,351100,0,0,5.09380237066e-07,0,6.59303187969e-07,0,0,0,1
2158156,3156505,0,0,1.18602696568e-06,0,4.48377282759e-06,0,0,0,1
2158156,2133874,0,0,0,0,8.32595359705e-07,0,0,0,1
2158156,1089515,0,0,2.42690761005e-07,0,7.6263810531e-07,0,0,0,1
2158365,3156505,0,0,1.18602696568e-06,0,1.06516368647e-05,0,6.56447960088e-06,0,1
2158365,2133874,0,0,0,0,7.49773893112e-07,0,0,0,1
2158365,1089515,0,0,2.42690761005e-07,0,8.67345975171e-07,0,0,0,1
1111275,351100,0,0,5.97968104381e-07,0,8.37790870614e-07,0,0,0,1
1111275,3156449,0,0,0,0,3.46763393472e-06,0,0,0,1
1111275,3156505,0,0,1.10688036837e-06,0,3.49135468593e-06,0,0,0,1
1111275,2127308,0,0,1.21266433876e-07,0,9.05043446608e-07,0,2.78912797914e-06,0,1
1111275,2133874,0,0,0,0,1.82887550691e-07,0,0,0,1
1111675,3156449,0,0,0,0,3.46763393472e-06,0,0,0,1
1111675,3156505,0,0,1.10688036837e-06,0,3.49135468593e-06,0,0,0,1
1111675,2121708,0,0,0,0,1.04864753262e-07,0,0,0,1
1111675,2133874,0,0,0,0,1.82887550691e-07,0,0,0,1
1111675,1089515,0,0,2.84897849876e-07,0,9.83354853934e-07,0,0,0,1
1112050,351100,0,0,5.97968104381e-07,0,9.56102122257e-07,0,0,0,1
1112050,3156449,0,0,0,0,3.4666759115e-06,0,0,0,1
1112050,3156505,0,0,1.10688036837e-06,0,3.65062744552e-06,0,0,0,1
1112050,19051,0,0,8.4650848341e-07,0,1.75715523326e-06,0,2.78912797914e-06,0,1
1112050,2133874,0,0,0,0,5.51266300268e-07,0,0,0,1
1112050,1089515,0,0,2.84897849876e-07,0,9.30148855357e-07,0,0,0,1
1112182,351100,0,0,5.97968104381e-07,0,1.19530864206e-06,0,0,0,1
1112182,3156449,0,0,0,0,3.49623941853e-06,0,0,0,1
1112182,3156505,0,0,1.10688036837e-06,0,3.496384199e-06,0,0,0,1
1112182,14961,0,0,1.21266433876e-07,0,2.55343987242e-07,0,2.78912797914e-06,0,1
1112182,2121708,0,0,0,0,3.89135176617e-07,0,0,0,1
1112182,2127308,0,0,1.21266433876e-07,0,9.73375218621e-07,0,2.78912797914e-06,0,1
1112182,2133874,0,0,0,0,1.91055608776e-07,0,0,0,1
1112182,1089515,0,0,2.84897849876e-07,0,1.00542594253e-06,0,0,0,1
2983301,2121708,0,0,0,0,5.79494969169e-08,0,0,0,1
