685998,685948,0,0.00252525252525,5.84079755841e-05,0,3.03636974683e-06,0.00480769230769,0.00156431047481,0.0909090909091,1
2020836,2020200,0,0.0025641025641,6.84182384303e-05,0,3.96692479506e-06,0.0048309178744,0.00171045596076,0.0666666666667,1
2289368,2289153,0,0.00185185185185,2.18549396585e-05,0,5.36798331443e-07,0.00292397660819,0.000861084622544,0.0833333333333,1
2207003,2206741,0,0,2.05306942685e-05,0,1.41289479875e-06,0.00255754475703,0.000726786577106,0,1
2289153,2288739,0,0.00185185185185,2.18549396585e-05,0,5.36798331443e-07,0.00292397660819,0.000861084622544,0,1
2101333,2101171,0,0.0222222222222,6.79939210387e-05,0,3.24207134791e-06,0.010101010101,0.000261298361617,0,1
1056091,1056056,0,0.00657894736842,6.95808988617e-06,0.00735294117647,2.934419777e-06,0.00813008130081,6.69215159405e-05,0,1
1056396,1056091,0,0.00751879699248,0.00064430688896,0,9.9816558103e-06,0.00813008130081,0.00876257368985,0,1
3156469,3156449,0,0.010101010101,0.00606651512397,0,4.92381016143e-05,0.0227272727273,0.0667251018841,0.0909090909091,1
3156522,3156484,0,0.0111111111111,6.16262045249e-06,0,3.43166923727e-08,0.0227272727273,6.49996969982e-05,0.1,1
3156541,3156470,0,0.010101010101,0.00184045476196,0,1.11165834068e-05,0.0227272727273,5.84352173974e-05,0.0909090909091,1
3156543,3156470,0,0.010101010101,0.00184045476196,0,1.11165834068e-05,0.0227272727273,5.84352173974e-05,0.0909090909091,1
3156553,3156543,0,0.010101010101,6.16262045249e-06,0,3.21880545734e-08,0.0227272727273,6.77888249774e-05,0.0909090909091,1
3156592,3156469,0,0.010101010101,0.00606617191019,0,3.99938844117e-05,0.0227272727273,6.12243453765e-05,0.0909090909091,1
2110720,2110595,0,0.00454545454545,6.69942765172e-06,0,5.82007077343e-08,0.00751879699248,6.56543909869e-05,0,1
2110888,2110871,0,0.00454545454545,0.000421927952512,0.00454545454545,7.27929550157e-06,0.00751879699248,0.00413489393462,0,1
